date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016/7/1 23:00,4.622000217,2.880000114,2.131999969,1.136999965,2.467000008,1.491999984,2629.82
2016/7/2 0:00,5.223999977,3.08100009,2.700999975,1.315000057,2.437000036,1.523000002,2347.82
2016/7/2 1:00,5.157000065,3.013999939,2.878000021,1.350000024,2.345000029,1.432000041,2542.13
2016/7/2 2:00,5.157000065,3.148000002,2.878000021,1.491999984,2.28399992,1.432000041,2246.99
2016/7/2 3:00,5.157000065,3.08100009,2.914000034,1.491999984,2.193000078,1.401000023,1992.78
2016/7/2 4:00,4.554999828,3.08100009,2.451999903,1.491999984,2.193000078,1.401000023,2548.17
2016/7/2 5:00,5.425000191,3.282000065,3.092000008,1.70599997,2.437000036,1.462000012,2546.86
2016/7/2 6:00,5.492000103,3.282000065,2.523000002,1.491999984,2.984999895,1.462000012,3173.92
2016/7/2 7:00,5.625999928,3.214999914,2.486999989,1.491999984,3.075999975,1.523000002,3254.95
2016/7/2 8:00,5.559000015,3.282000065,2.594000101,1.669999957,2.924000025,1.523000002,2904.36
2016/7/2 9:00,5.223999977,3.214999914,2.559000015,1.56400001,2.680000067,1.462000012,2539.5
2016/7/2 10:00,9.913000107,4.956999779,6.644999981,3.305000067,3.046000004,1.552999973,2760.42
2016/7/2 11:00,11.78800011,5.425000191,8.173000336,2.523000002,3.686000109,1.674999952,3014.61
2016/7/2 12:00,9.645000458,4.956999779,6.751999855,2.131999969,3.107000113,1.827999949,2382.09
2016/7/2 13:00,10.38199997,5.760000229,7.461999893,2.559000015,2.984999895,1.76699996,2482.48
2016/7/2 14:00,8.774000168,4.68900013,6.111999989,2.025000095,2.894000053,1.91900003,2151.59
2016/7/2 15:00,10.44900036,5.157000065,6.965000153,2.451999903,2.772000074,1.735999942,2013.94
2016/7/2 16:00,9.845999718,4.822999954,7.035999775,2.664999962,2.894000053,1.76699996,1850.8
2016/7/2 17:00,9.913000107,4.822999954,6.894000053,2.415999889,3.229000092,1.735999942,1642.23
2016/7/2 18:00,10.64999962,4.68900013,6.928999901,2.451999903,3.381000042,1.797000051,1598.64
2016/7/2 19:00,10.11400032,4.354000092,6.644999981,1.812000036,3.107000113,1.735999942,1938.19
2016/7/2 20:00,9.979999542,4.152999878,6.573999882,1.953999996,3.411000013,1.76699996,1505.66
2016/7/2 21:00,9.31000042,4.21999979,6.005000114,2.131999969,3.229000092,1.85800004,996.75
2016/7/2 22:00,9.444000244,4.622000217,6.965000153,2.167999983,2.954999924,1.85800004,878.74
2016/7/2 23:00,9.444000244,4.287000179,6.822999954,2.559000015,2.588999987,1.735999942,629.33
2016/7/3 0:00,10.38199997,5.425000191,7.604000092,2.309999943,2.954999924,1.674999952,939.74
2016/7/3 1:00,9.779000282,5.223999977,6.71600008,2.842999935,2.650000095,1.674999952,679.41
2016/7/3 2:00,10.38199997,4.68900013,7.320000172,2.203000069,2.984999895,1.85800004,1059.98
2016/7/3 3:00,9.779000282,4.152999878,6.822999954,1.99000001,2.528000116,1.674999952,709.51
2016/7/3 4:00,10.71700001,4.756000042,7.355999947,2.806999922,2.650000095,1.797000051,1162.87
2016/7/3 5:00,10.31499958,4.68900013,7.390999794,2.451999903,2.924000025,1.85800004,1192.66
2016/7/3 6:00,12.59200001,5.223999977,8.670999527,2.203000069,3.71600008,1.949000001,1321.65
2016/7/3 7:00,11.11900043,4.622000217,7.888999939,2.842999935,3.625,1.91900003,1514.48
2016/7/3 8:00,10.64999962,4.421000004,7.035999775,2.025000095,3.594000101,1.91900003,779.67
2016/7/3 9:00,10.04699993,4.21999979,6.43200016,1.669999957,3.686000109,1.949000001,1174.23
2016/7/3 10:00,11.72099972,5.090000153,7.888999939,2.559000015,3.563999891,1.85800004,1176.06
2016/7/3 11:00,12.12300014,5.357999802,8.065999985,2.486999989,4.081999779,1.91900003,1005.64
2016/7/3 12:00,9.979999542,5.022999763,6.857999802,2.559000015,3.289999962,1.85800004,719.57
2016/7/3 13:00,9.243000031,4.956999779,6.289999962,2.630000114,3.137000084,1.888000011,718.88
2016/7/3 14:00,10.18099976,5.425000191,7.177999973,3.019999981,3.075999975,1.888000011,456.5
2016/7/3 15:00,9.645000458,5.425000191,7.106999874,2.664999962,3.015000105,1.827999949,763.43
2016/7/3 16:00,9.779000282,4.889999866,6.502999783,2.984999895,3.075999975,2.00999999,756.94
2016/7/3 17:00,11.11900043,5.157000065,7.320000172,2.914000034,3.806999922,1.980000019,914.61
2016/7/3 18:00,11.05200005,4.956999779,7.390999794,2.523000002,3.686000109,1.980000019,740.39
2016/7/3 19:00,10.7840004,4.889999866,7.214000225,2.486999989,3.594000101,1.888000011,552.18
2016/7/3 20:00,11.18599987,4.889999866,7.177999973,2.345000029,3.960000038,1.91900003,645.16
2016/7/3 21:00,10.44900036,4.889999866,6.610000134,2.309999943,3.806999922,2.040999889,668.83
2016/7/3 22:00,9.578000069,5.760000229,6.787000179,3.127000093,3.259000063,1.888000011,479.74
2016/7/3 23:00,9.31000042,5.760000229,6.610000134,3.055999994,3.167999983,1.888000011,440.99
2016/7/4 0:00,9.913000107,5.894000053,6.254000187,2.630000114,3.015000105,1.85800004,461.64
2016/7/4 1:00,8.975000381,4.956999779,6.289999962,2.664999962,2.862999916,1.827999949,408.27
2016/7/4 2:00,8.640000343,4.822999954,6.147999763,2.594000101,2.924000025,1.827999949,474.01
2016/7/4 3:00,9.175999641,5.492000103,5.578999996,2.381000042,2.862999916,1.85800004,265.83
2016/7/4 4:00,9.109000206,4.822999954,5.650000095,2.523000002,2.772000074,1.797000051,156.51
2016/7/4 5:00,9.845999718,5.559000015,5.96999979,2.948999882,3.107000113,1.888000011,133.24
2016/7/4 6:00,11.5880003,5.425000191,7.390999794,2.806999922,3.806999922,1.980000019,159.7
2016/7/4 7:00,11.78800011,6.09499979,7.214000225,2.984999895,3.898999929,2.040999889,211.21
2016/7/4 8:00,10.58300018,5.960999966,7.143000126,2.914000034,3.654999971,2.071000099,92.29
2016/7/4 9:00,11.5880003,6.296000004,7.568999767,3.055999994,3.471999884,2.00999999,151.53
2016/7/4 10:00,11.92199993,6.229000092,7.710999966,3.055999994,3.746000051,1.949000001,-32.52
2016/7/4 11:00,12.32400036,5.559000015,8.421999931,3.233999968,4.203000069,1.980000019,-50.03
2016/7/4 12:00,10.38199997,5.894000053,6.857999802,2.630000114,3.563999891,1.949000001,-52.84
2016/7/4 13:00,10.04699993,5.425000191,6.751999855,3.019999981,3.319999933,1.949000001,151.54
2016/7/4 14:00,10.51599979,6.027999878,7.106999874,3.375999928,3.137000084,1.91900003,154.67
2016/7/4 15:00,10.71700001,6.09499979,6.787000179,3.019999981,3.167999983,2.00999999,78.48
2016/7/4 16:00,9.979999542,5.022999763,6.502999783,2.559000015,3.441999912,2.040999889,-63.57
2016/7/4 17:00,11.31999969,5.090000153,7.355999947,2.451999903,3.868000031,2.040999889,-50.64
2016/7/4 18:00,11.38700008,4.956999779,7.355999947,2.451999903,4.295000076,2.193000078,-56.18
2016/7/4 19:00,9.376999855,3.88499999,6.894000053,2.239000082,2.467000008,1.187999964,-55.82
2016/7/4 20:00,10.11400032,4.085999966,7.143000126,2.239000082,2.954999924,1.462000012,-40.81
2016/7/4 21:00,10.38199997,4.822999954,6.894000053,2.309999943,3.503000021,2.00999999,-47.5
2016/7/4 22:00,9.645000458,4.889999866,6.610000134,1.91900003,3.259000063,1.91900003,-48.97
2016/7/4 23:00,12.72599983,6.497000217,9.345999718,3.482000113,3.167999983,1.980000019,8.88
2016/7/5 0:00,11.98900032,5.625999928,8.777000427,2.948999882,3.197999954,1.980000019,17.03
2016/7/5 1:00,12.52499962,6.296000004,8.954999924,3.163000107,3.137000084,2.00999999,45.78
2016/7/5 2:00,12.32400036,6.296000004,8.812999725,3.375999928,2.984999895,1.91900003,-11.07
2016/7/5 3:00,10.71700001,5.425000191,8.065999985,2.878000021,2.832999945,1.85800004,112.62
2016/7/5 4:00,11.31999969,5.625999928,7.676000118,2.630000114,3.046000004,1.888000011,297.01
2016/7/5 5:00,10.85099983,4.68900013,6.822999954,1.883000016,3.319999933,2.040999889,491.8
2016/7/5 6:00,13.32900047,5.425000191,8.883999825,2.736000061,4.081999779,1.949000001,669.01
2016/7/5 7:00,11.45400047,5.223999977,7.853000164,2.772000074,3.654999971,2.00999999,607.59
2016/7/5 8:00,11.05200005,5.960999966,7.461999893,3.127000093,3.563999891,2.101999998,745.38
2016/7/5 9:00,10.98499966,6.027999878,7.532999992,2.700999975,3.411000013,2.040999889,1061.73
2016/7/5 10:00,12.79300022,5.960999966,8.56400013,3.447000027,3.838000059,2.163000107,1207.27
2016/7/5 11:00,13.39599991,6.429999828,8.741999626,3.482000113,4.598999977,2.253999949,1196.91
2016/7/5 12:00,11.25300026,5.425000191,7.676000118,2.736000061,3.594000101,2.00999999,1280.55
2016/7/5 13:00,9.913000107,4.554999828,6.681000233,2.309999943,3.319999933,1.91900003,1595.88
2016/7/5 14:00,10.18099976,5.357999802,7.320000172,2.486999989,3.319999933,2.071000099,1398.1
2016/7/5 15:00,10.85099983,5.223999977,7.249000072,2.415999889,3.319999933,1.949000001,1256.15
2016/7/5 16:00,10.04699993,5.022999763,6.894000053,2.736000061,3.167999983,2.253999949,999.64
2016/7/5 17:00,11.92199993,5.425000191,7.923999786,2.878000021,4.386000156,2.101999998,681.12
2016/7/5 18:00,11.45400047,4.956999779,7.461999893,2.345000029,3.99000001,2.040999889,521.67
2016/7/5 19:00,10.85099983,4.68900013,7.071000099,2.345000029,3.806999922,1.949000001,667.7
2016/7/5 20:00,11.18599987,4.622000217,7.284999847,2.203000069,3.898999929,1.888000011,646.03
2016/7/5 21:00,10.64999962,4.68900013,6.894000053,2.167999983,3.806999922,2.00999999,716.68
2016/7/5 22:00,9.979999542,4.354000092,6.644999981,1.91900003,3.563999891,1.980000019,1041.16
2016/7/5 23:00,11.85499954,5.760000229,7.81799984,2.700999975,3.259000063,1.949000001,1140.54
2016/7/6 0:00,10.38199997,5.090000153,6.467000008,2.842999935,3.015000105,1.827999949,1396.13
2016/7/6 1:00,10.71700001,5.425000191,7.498000145,2.309999943,2.832999945,1.91900003,854.49
2016/7/6 2:00,10.85099983,5.357999802,7.81799984,2.878000021,2.832999945,1.85800004,1312.74
2016/7/6 3:00,9.779000282,5.157000065,5.96999979,2.345000029,3.167999983,2.131999969,1397.43
2016/7/6 4:00,9.376999855,4.487999916,6.254000187,2.273999929,3.015000105,2.040999889,1136.53
2016/7/6 5:00,11.38700008,5.559000015,7.853000164,2.842999935,3.259000063,2.345000029,1249
2016/7/6 6:00,11.85499954,4.487999916,8.208999634,2.096999884,3.868000031,1.85800004,1541.46
2016/7/6 7:00,12.52499962,6.162000179,9.131999969,3.625,3.532999992,1.888000011,1456.6
2016/7/6 8:00,12.72599983,6.362999916,9.345999718,3.375999928,3.71600008,1.980000019,1380.85
2016/7/6 9:00,11.11900043,4.756000042,7.177999973,2.131999969,3.349999905,1.980000019,1300.22
2016/7/6 10:00,11.78800011,4.889999866,8.031000137,2.451999903,3.563999891,1.85800004,1747.1
2016/7/6 11:00,13.12800026,4.956999779,8.670999527,2.772000074,3.99000001,1.91900003,1580.29
2016/7/6 12:00,10.58300018,4.756000042,7,2.061000109,2.954999924,1.644999981,1881.92
2016/7/6 13:00,10.31499958,5.290999889,7.498000145,2.345000029,3.046000004,1.70599997,1563.75
2016/7/6 14:00,9.444000244,5.022999763,6.965000153,2.203000069,2.650000095,1.644999981,1061.96
2016/7/6 15:00,10.44900036,4.21999979,7,2.381000042,2.710999966,1.583999991,1511.86
2016/7/6 16:00,9.845999718,4.085999966,7.071000099,1.91900003,2.710999966,1.552999973,1301.57
2016/7/6 17:00,10.98499966,4.756000042,7.639999866,2.630000114,3.289999962,1.644999981,1367.22
2016/7/6 18:00,10.71700001,4.287000179,7.320000172,2.096999884,3.319999933,1.644999981,1150.35
2016/7/6 19:00,9.175999641,3.549999952,6.005000114,1.56400001,3.107000113,1.613999963,1024.73
2016/7/6 20:00,9.645000458,4.152999878,6.254000187,1.457000017,3.411000013,1.735999942,760.74
2016/7/6 21:00,8.505999565,2.880000114,5.436999798,0.745999992,3.532999992,1.827999949,526.46
2016/7/6 22:00,10.51599979,3.348999977,7.106999874,1.279000044,3.259000063,1.644999981,574.86
2016/7/6 23:00,13.39599991,4.68900013,10.23400021,2.381000042,3.259000063,1.674999952,433.19
2016/7/7 0:00,12.59200001,5.157000065,9.204000473,2.309999943,2.772000074,1.613999963,601
2016/7/7 1:00,14.19999981,6.229000092,11.19400024,3.447000027,2.559000015,1.552999973,312.16
2016/7/7 2:00,12.59200001,6.229000092,10.9090004,3.696000099,2.528000116,1.523000002,462.49
2016/7/7 3:00,14.2670002,6.362999916,11.12199974,3.872999907,2.832999945,1.674999952,589.82
2016/7/7 4:00,12.59200001,5.090000153,9.204000473,2.772000074,2.680000067,1.827999949,410.11
2016/7/7 5:00,13.73099995,5.625999928,10.66100025,2.984999895,3.229000092,1.76699996,623.01
2016/7/7 6:00,15.13700008,5.760000229,11.22900009,2.948999882,3.319999933,1.644999981,866.54
2016/7/7 7:00,14.2670002,5.960999966,10.80300045,3.197999954,3.381000042,1.797000051,545.49
2016/7/7 8:00,12.52499962,5.090000153,9.31000042,3.055999994,3.075999975,1.797000051,728.69
2016/7/7 9:00,12.32400036,5.559000015,8.670999527,2.842999935,3.015000105,1.674999952,492.86
2016/7/7 10:00,13.26200008,6.09499979,9.807999611,2.842999935,3.441999912,1.76699996,580.46
2016/7/7 11:00,12.32400036,4.956999779,8.244000435,2.559000015,3.99000001,1.735999942,423.33
2016/7/7 12:00,9.645000458,3.617000103,6.787000179,1.598999977,3.046000004,1.523000002,294.24
2016/7/7 13:00,10.51599979,4.554999828,7.390999794,2.131999969,2.802000046,1.552999973,286.53
2016/7/7 14:00,9.376999855,3.818000078,6.573999882,1.56400001,2.650000095,1.552999973,425.12
2016/7/7 15:00,9.109000206,3.684000015,6.610000134,1.598999977,2.588999987,2.131999969,317.43
2016/7/7 16:00,9.243000031,3.415999889,6.538000107,1.70599997,2.984999895,1.552999973,375.67
2016/7/7 17:00,10.44900036,4.21999979,7.320000172,2.096999884,3.229000092,1.523000002,262.63
2016/7/7 18:00,11.05200005,4.287000179,7.604000092,1.99000001,3.471999884,1.674999952,113.9
2016/7/7 19:00,10.11400032,4.085999966,6.857999802,1.953999996,3.259000063,1.644999981,26.43
2016/7/7 20:00,11.11900043,4.152999878,7.427000046,1.91900003,3.746000051,1.674999952,51.12
2016/7/7 21:00,10.44900036,3.282000065,7.106999874,1.279000044,3.594000101,1.70599997,148.44
2016/7/7 22:00,10.51599979,3.88499999,7.355999947,1.598999977,3.167999983,1.674999952,77.7
2016/7/7 23:00,11.85499954,5.357999802,8.883999825,3.197999954,3.075999975,1.552999973,-66.52
2016/7/8 0:00,11.85499954,4.756000042,8.883999825,2.984999895,2.954999924,1.523000002,-47.79
2016/7/8 1:00,10.38199997,4.756000042,7.994999886,2.630000114,2.497999907,1.340000033,-47.16
2016/7/8 2:00,11.18599987,5.223999977,8.706000328,2.594000101,2.375999928,1.401000023,-49.92
2016/7/8 3:00,10.24800014,4.554999828,7.747000217,2.736000061,2.437000036,1.491999984,-49.57
2016/7/8 4:00,10.91800022,4.085999966,8.244000435,2.594000101,2.315000057,1.462000012,-50.45
2016/7/8 5:00,12.6590004,5.223999977,9.416999817,2.700999975,2.894000053,1.613999963,-50.17
2016/7/8 6:00,13.59700012,5.425000191,9.737000465,2.984999895,3.471999884,1.644999981,-45.55
2016/7/8 7:00,10.38199997,4.085999966,7.214000225,2.025000095,3.289999962,1.644999981,-46.48
2016/7/8 8:00,9.979999542,4.554999828,6.71600008,2.273999929,3.289999962,1.797000051,-45.89
2016/7/8 9:00,9.645000458,4.019000053,6.894000053,2.594000101,3.015000105,1.644999981,-45.23
2016/7/8 10:00,11.72099972,4.756000042,7.994999886,2.167999983,3.381000042,1.735999942,-46.24
2016/7/8 11:00,11.78800011,4.21999979,8.031000137,2.131999969,3.928999901,1.827999949,-47.33
2016/7/8 12:00,10.44900036,4.085999966,7.355999947,1.812000036,3.167999983,1.674999952,-46.8
2016/7/8 13:00,10.18099976,3.415999889,6.857999802,1.741000056,3.046000004,1.613999963,-51.19
2016/7/8 14:00,12.92700005,5.022999763,6.751999855,1.527999997,5.696000099,2.223999977,-51.59
2016/7/8 15:00,10.18099976,4.21999979,6.573999882,1.741000056,3.015000105,1.644999981,-51.12
2016/7/8 16:00,9.444000244,3.549999952,6.610000134,1.279000044,2.924000025,1.613999963,-51.5
2016/7/8 17:00,10.31499958,4.085999966,7.177999973,2.096999884,3.229000092,1.644999981,-51.35
2016/7/8 18:00,10.71700001,3.88499999,7.106999874,1.741000056,3.563999891,1.674999952,-48.73
2016/7/8 19:00,10.18099976,3.617000103,6.467000008,1.421000004,3.594000101,1.674999952,-50
2016/7/8 20:00,11.85499954,4.085999966,7.639999866,1.56400001,4.263999939,1.85800004,-47.35
2016/7/8 21:00,12.72599983,4.354000092,8.244000435,2.131999969,4.295000076,1.76699996,-52.51
2016/7/8 22:00,14.06599998,5.357999802,9.666000366,2.239000082,3.77699995,1.70599997,-48.99
2016/7/8 23:00,18.15200043,8.840999603,12.40200043,4.19299984,5.81799984,3.046000004,-15.67
2016/7/9 0:00,14.60200024,5.960999966,11.30000019,3.339999914,3.259000063,1.76699996,-24.12
2016/7/9 1:00,14.53499985,6.162000179,11.69099998,3.90899992,3.046000004,1.644999981,318.37
2016/7/9 2:00,14.40100002,6.296000004,11.72700024,3.944000006,2.802000046,1.613999963,321.59
2016/7/9 3:00,13.9989996,6.497000217,10.94499969,3.197999954,2.710999966,1.674999952,181.93
2016/7/9 4:00,14.06599998,6.296000004,11.30000019,3.482000113,2.832999945,2.00999999,81.22
2016/7/9 5:00,14.2670002,5.425000191,10.8380003,3.019999981,3.319999933,1.76699996,206.17
2016/7/9 6:00,14.60200024,5.69299984,10.8739996,3.055999994,3.289999962,1.735999942,590.14
2016/7/9 7:00,9.109000206,2.611999989,6.395999908,1.065999985,2.740999937,1.523000002,766.59
2016/7/9 8:00,11.45400047,3.415999889,8.279999733,1.101999998,3.137000084,1.76699996,535.05
2016/7/9 9:00,9.779000282,3.549999952,6.005000114,1.70599997,3.289999962,1.644999981,644.23
2016/7/9 10:00,10.85099983,4.21999979,6.573999882,1.243999958,3.471999884,1.797000051,904.88
2016/7/9 11:00,10.51599979,3.48300004,6.610000134,1.350000024,3.868000031,1.735999942,911.52
2016/7/9 12:00,9.779000282,3.617000103,5.899000168,0.852999985,3.229000092,1.70599997,1355.11
2016/7/9 13:00,10.24800014,3.750999928,6.610000134,1.243999958,3.046000004,1.552999973,1012.01
2016/7/9 14:00,9.645000458,4.019000053,6.822999954,1.56400001,3.046000004,1.552999973,1085.68
2016/7/9 15:00,9.578000069,3.818000078,6.361000061,1.491999984,3.075999975,1.613999963,1302.54
2016/7/9 16:00,11.98900032,4.152999878,6.43200016,1.527999997,5.604000092,2.193000078,1051.92
2016/7/9 17:00,10.7840004,3.818000078,6.644999981,1.207999945,3.868000031,1.888000011,945.83
2016/7/9 18:00,10.11400032,3.415999889,6.254000187,1.207999945,3.686000109,2.040999889,983.86
2016/7/9 19:00,9.444000244,3.148000002,5.96999979,1.101999998,3.411000013,1.644999981,1004.73
2016/7/9 20:00,11.31999969,3.48300004,7.427000046,1.812000036,4.051000118,1.674999952,1050.31
2016/7/9 21:00,13.52999973,4.756000042,9.522999763,2.700999975,3.898999929,1.462000012,2017.32
2016/7/9 22:00,12.45800018,5.827000141,8.918999672,3.552999973,3.503000021,1.583999991,1843.9
2016/7/9 23:00,13.32900047,5.357999802,9.593999863,2.451999903,3.289999962,1.552999973,1338.92
2016/7/10 0:00,15.27099991,6.229000092,9.737000465,2.736000061,5.482999802,2.00999999,831.52
2016/7/10 1:00,15.53899956,6.09499979,10.51799965,3.163000107,5.208000183,2.040999889,690.33
2016/7/10 2:00,15.13700008,6.362999916,9.630000114,3.233999968,4.934000015,1.91900003,974.1
2016/7/10 3:00,14.40100002,5.894000053,8.493000031,2.984999895,4.934000015,1.980000019,877.72
2016/7/10 4:00,14.13300037,5.157000065,8.598999977,2.451999903,4.965000153,1.949000001,1255.46
2016/7/10 5:00,13.9989996,4.354000092,8.706000328,2.131999969,5.269000053,2.040999889,1022.75
2016/7/10 6:00,14.93700027,5.625999928,9.026000023,1.91900003,5.81799984,2.101999998,604.2
2016/7/10 7:00,13.32900047,4.554999828,7.710999966,1.457000017,5.573999882,2.193000078,535.64
2016/7/10 8:00,10.85099983,4.554999828,7.320000172,2.203000069,3.197999954,1.76699996,459.9
2016/7/10 9:00,9.845999718,4.287000179,6.857999802,1.812000036,3.167999983,1.70599997,326.81
2016/7/10 10:00,10.24800014,3.951999903,6.857999802,1.70599997,3.381000042,1.797000051,598.14
2016/7/10 11:00,11.85499954,4.019000053,7.604000092,1.812000036,4.142000198,1.735999942,747.23
2016/7/10 12:00,8.572999954,3.282000065,5.578999996,1.136999965,2.984999895,1.523000002,888.69
2016/7/10 13:00,8.640000343,3.08100009,5.507999897,1.031000018,2.710999966,1.432000041,882.59
2016/7/10 14:00,8.305999756,2.411000013,5.188000202,0.711000025,2.924000025,1.523000002,765.77
2016/7/10 15:00,8.774000168,3.348999977,6.147999763,1.350000024,2.528000116,1.432000041,968.54
2016/7/10 16:00,8.038000107,2.545000076,5.614999771,0.888000011,2.467000008,1.340000033,1245.72
2016/7/10 17:00,9.175999641,2.746000051,6.289999962,1.136999965,3.229000092,1.432000041,792.96
2016/7/10 18:00,9.444000244,3.214999914,6.395999908,1.421000004,3.167999983,1.523000002,699.56
2016/7/10 19:00,8.505999565,2.880000114,5.791999817,1.101999998,2.710999966,1.309999943,817.82
2016/7/10 20:00,10.04699993,3.08100009,6.857999802,1.279000044,3.167999983,1.309999943,1048.07
2016/7/10 21:00,9.711999893,2.075999975,6.395999908,0.603999972,3.289999962,1.309999943,1162.77
2016/7/10 22:00,9.979999542,3.08100009,7,1.315000057,2.862999916,1.309999943,1562
2016/7/10 23:00,9.979999542,3.549999952,7.214000225,1.883000016,2.680000067,1.279000044,1290.81
2016/7/11 0:00,13.59700012,5.357999802,8.989999771,2.700999975,4.873000145,1.797000051,1055.85
2016/7/11 1:00,13.59700012,4.889999866,8.493000031,1.91900003,4.568999767,1.674999952,641.55
2016/7/11 2:00,12.12300014,4.085999966,7.071000099,1.77699995,4.598999977,1.674999952,738.7
2016/7/11 3:00,11.98900032,3.951999903,7.568999767,1.598999977,4.477000237,1.735999942,922.55
2016/7/11 4:00,11.98900032,4.21999979,7.568999767,1.598999977,4.355999947,1.91900003,556.53
2016/7/11 5:00,12.99400043,4.421000004,7.853000164,1.598999977,4.568999767,1.674999952,584.89
2016/7/11 6:00,13.79800034,4.085999966,8.137999535,2.096999884,5.269000053,1.76699996,695.58
2016/7/11 7:00,12.99400043,4.152999878,8.173000336,2.025000095,5.208000183,1.888000011,700.48
2016/7/11 8:00,9.979999542,3.818000078,7.249000072,1.56400001,2.894000053,1.432000041,474.88
2016/7/11 9:00,10.11400032,3.88499999,6.644999981,1.669999957,2.772000074,1.371000051,833.71
2016/7/11 10:00,9.845999718,3.348999977,6.787000179,1.812000036,2.405999899,1.491999984,604.61
2016/7/11 11:00,10.98499966,3.617000103,7.143000126,1.598999977,3.503000021,1.371000051,551.18
2016/7/11 12:00,8.371999741,2.812999964,5.507999897,0.569000006,2.680000067,1.218000054,410.36
2016/7/11 13:00,8.907999992,2.880000114,5.791999817,0.745999992,2.588999987,1.187999964,483.93
2016/7/11 14:00,9.041999817,3.013999939,6.289999962,0.995000005,2.588999987,1.279000044,173.44
2016/7/11 15:00,9.243000031,3.214999914,6.361000061,1.031000018,2.680000067,1.156999946,34.17
2016/7/11 16:00,8.23900032,2.812999964,5.721000195,1.243999958,2.528000116,1.248999953,-51.05
2016/7/11 17:00,8.975000381,2.880000114,5.934000015,1.243999958,3.015000105,1.248999953,-50.53
2016/7/11 18:00,8.505999565,2.344000101,5.578999996,0.745999992,2.894000053,1.156999946,-46.48
2016/7/11 19:00,7.836999893,2.075999975,5.223999977,0.532999992,2.588999987,1.126999974,-46.21
2016/7/11 20:00,9.175999641,1.942000031,6.183000088,0.603999972,2.894000053,0.975000024,-45.98
2016/7/11 21:00,9.175999641,2.009000063,6.218999863,0.603999972,2.954999924,0.975000024,14.98
2016/7/11 22:00,8.371999741,3.013999939,6.289999962,1.207999945,2.437000036,0.944000006,-58.65
2016/7/11 23:00,10.91800022,3.549999952,9.026000023,2.309999943,2.131999969,0.883000016,-51.57
2016/7/12 0:00,11.52099991,3.549999952,9.593999863,2.309999943,1.980000019,0.822000027,-51.74
2016/7/12 1:00,11.52099991,4.152999878,9.593999863,2.700999975,1.735999942,0.670000017,-54.8
2016/7/12 2:00,12.12300014,4.554999828,10.3409996,3.482000113,1.827999949,0.791999996,506.43
2016/7/12 3:00,11.92199993,4.085999966,10.16300011,2.948999882,1.797000051,0.822000027,523.24
2016/7/12 4:00,11.72099972,3.818000078,9.522999763,2.451999903,1.797000051,0.822000027,543.97
2016/7/12 5:00,11.11900043,3.348999977,8.918999672,2.415999889,2.101999998,0.883000016,926.18
